Summary Stats_DPR,Summary Stats_KPR,Detailed Stats_Deaths / round,Role Stats_Firepower_Score,Role Stats_Opening_Win% after opening kill,Role Stats_Clutching_Score,Detailed Stats_Damage / Round,Detailed Stats_Headshot %,Role Stats_Opening_Opening deaths per round,Role Stats_Entrying_Support rounds,Basic Info_Team Name,Role Stats_Sniping_Rounds with sniper kills percentage,Detailed Stats_Assists / round,Role Stats_Sniping_Sniper kills per round,URL,Role Stats_Opening_Opening kills per round,Role Stats_Sniping_Sniper multi-kill rounds,Detailed Stats_Kills / round,Detailed Stats_Rating 1.0,Role Stats_Firepower_Rating 2.0,Role Stats_Opening_Opening success,Detailed Stats_Total kills,Role Stats_Firepower_Rounds with a kill,Detailed Stats_Rating 2.0,Role Stats_Firepower_Rounds with a multi-kill,Detailed Stats_Total deaths,Role Stats_Entrying_Score,Role Stats_Clutching_Clutch points per round,Basic Info_Age,Role Stats_Trading_Trade kills percentage,Role Stats_Clutching_Saves per round loss,Role Stats_Entrying_Saved by teammate per round,Role Stats_Trading_Score,Role Stats_Utility_Utility kills per 100 rounds,Summary Stats_Impact,Role Stats_Entrying_Opening deaths traded percentage,Role Stats_Utility_Flashes thrown per round,Summary Stats_KAST,Role Stats_Firepower_Kills per round,Role Stats_Trading_Assisted kills percentage,Detailed Stats_Saved by teammate / round,Role Stats_Entrying_Traded deaths per round,Role Stats_Entrying_Assists per round,Role Stats_Trading_Trade kills per round,Role Stats_Trading_Damage per kill,Role Stats_Utility_Flash assists per round,Role Stats_Utility_Time opponent flashed per round,Summary Stats_Rating 1.0,Basic Info_Real Name,Summary Stats_ADR,Role Stats_Clutching_1on1 win percentage,Role Stats_Utility_Utility damage per round,Role Stats_Firepower_Pistol round rating,Detailed Stats_Saved teammates / round,Role Stats_Firepower_Damage per round,Detailed Stats_K/D Ratio,Role Stats_Sniping_Sniper kills percentage,Role Stats_Firepower_Kills per round win,Role Stats_Opening_Attacks per round,Role Stats_Firepower_Damage per round win,Role Stats_Sniping_Score,Basic Info_Player Name,Role Stats_Opening_Opening attempts,Role Stats_Utility_Score,Role Stats_Clutching_Time alive per round,Detailed Stats_Rounds played,Role Stats_Sniping_Sniper opening kills per round,Detailed Stats_Grenade dmg / Round,Role Stats_Clutching_Last alive percentage,Detailed Stats_Maps played,Role Stats_Trading_Saved teammate per round,Summary Stats_Rating 2.0,Role Stats_Opening_Score,Role Stats_Entrying_Traded deaths percentage
0.65,0.68,0.65,59/100,71.8%,66/100,75.4,53.5%,0.07,16.4%,No team,0.3%,0.14,0.00,https://www.hltv.org/stats/players/16102/nopeej,0.06,0.0006,0.68,,1.06,48.1%,10393,45.9%,1.06,15.4%,9944,37/100,0.03,22 years,28.0%,2.7%,0.11,79/100,0.84,0.98,32.8%,0.76,71.9%,0.65,19.5%,0.10,0.13,0.11,0.18,109,0.05,2.32,,Filipe Dias,75.4,74.1%,3.72,1.13,0.13,72.2,1.05,0.6%,0.88,2.56,91.7,0/100,NOPEEJ,14.2%,76/100,1m 8s,15253,0.0004,5.5,16.4%,592,0.15,1.06,26/100,19.1%
0.66,0.68,0.66,58/100,75.2%,49/100,74.2,55.0%,0.09,17.0%,KOI,0.5%,0.14,0.01,https://www.hltv.org/stats/players/8998/just,0.08,0.001,0.68,1.01,-,45.9%,22314,44.7%,,15.5%,21636,39/100,0.02,28 years,27.0%,1.9%,0.11,55/100,0.97,1.01,28.7%,0.63,71.6%,0.65,15.9%,0.09,0.14,0.12,0.17,107,0.03,2.28,1.01,Tiago Moura,74.2,62.4%,4.55,-,0.11,71.2,1.03,1.1%,0.88,2.52,88.6,1/100,JUST,17.5%,61/100,1m 5s,32960,0.0003,5.6,10.4%,1277,0.14,,37/100,20.9%
0.68,0.69,0.68,67/100,76.0%,38/100,76.8,53.2%,0.13,13.5%,No team,3.5%,0.14,0.05,https://www.hltv.org/stats/players/9271/slowi,0.09,0.01,0.69,1.01,-,42.8%,25563,44.0%,,15.8%,25105,34/100,0.01,28 years,20.8%,1.8%,0.11,22/100,0.65,1.11,25.1%,1.08,68.6%,0.64,8.1%,0.09,0.14,0.12,0.13,110,0.06,2.47,1.01,Olli Pitkänen,76.8,72.3%,2.59,-,0.09,72.2,1.02,7.5%,0.93,2.41,96.5,20/100,sLowi,23.0%,79/100,1m 3s,37058,0.009,4.8,9.9%,1384,0.10,,71/100,20.1%
0.62,0.65,0.62,51/100,76.0%,48/100,74.3,41.6%,0.07,12.5%,No team,0.3%,0.16,0.00,https://www.hltv.org/stats/players/4954/xyp9x,0.06,0.0006,0.65,1.01,-,45.0%,37453,43.0%,,14.2%,35266,8/100,0.03,29 years,16.1%,2.0%,0.07,11/100,0.46,0.96,19.4%,0.65,72.1%,0.61,11.7%,0.09,0.09,0.13,0.09,76,0.03,1.90,1.01,Andreas Højsleth,74.3,71.2%,2.97,-,0.09,69.8,1.06,0.6%,0.84,1.89,58.9,0/100,Xyp9x,14.2%,61/100,0m 48s,57242,0.0003,6.0,9.2%,2188,0.07,,26/100,13.2%
0.66,0.68,0.66,61/100,72.9%,56/100,74.8,44.7%,0.09,15.3%,ESC,1.9%,0.13,0.03,https://www.hltv.org/stats/players/20133/svedjehed,0.07,0.005,0.68,,1.04,45.5%,9330,44.8%,1.05,16.1%,8981,18/100,0.02,21 years,24.8%,1.6%,0.10,43/100,0.75,1.00,22.7%,0.54,70.0%,0.65,11.6%,0.08,0.13,0.11,0.16,110,0.03,2.09,,Leo Svedjehed,74.8,61.3%,2.66,1.18,0.10,71.9,1.04,3.8%,0.91,2.51,94.1,6/100,Svedjehed,16.7%,40/100,1m 4s,13703,0.005,3.9,12.7%,506,0.12,1.05,30/100,18.0%
0.67,0.70,0.67,66/100,75.2%,35/100,76.3,51.9%,0.08,9.1%,No team,0.2%,0.14,0.00,https://www.hltv.org/stats/players/5386/byali,0.08,0.0001,0.70,1.01,-,48.2%,37959,46.2%,,15.9%,36720,10/100,0.02,30 years,16.2%,1.3%,0.07,16/100,0.45,1.01,17.5%,0.43,69.7%,0.66,18.8%,0.09,0.09,0.12,0.10,70,0.01,1.91,1.01,Paweł Bieliński,76.3,64.1%,2.77,-,0.10,73.2,1.03,0.4%,0.95,1.61,62.9,0/100,byali,16.7%,27/100,0m 38s,54467,0.0,3.7,7.9%,2067,0.08,,40/100,12.9%
0.62,0.66,0.62,51/100,72.0%,55/100,73.5,44.0%,0.07,17.5%,No team,1.0%,0.13,0.01,https://www.hltv.org/stats/players/11701/mirbit,0.06,0.002,0.66,,1.04,46.5%,15351,44.3%,1.06,14.2%,14425,32/100,0.02,27 years,24.5%,2.8%,0.11,35/100,0.48,0.95,28.7%,0.91,72.4%,0.62,7.4%,0.09,0.14,0.11,0.15,110,0.06,2.61,,Sabit Coktasar,73.5,62.1%,3.29,0.94,0.09,69.2,1.06,2.0%,0.82,2.55,86.4,4/100,mirbit,14.9%,81/100,1m 10s,23162,0.001,5.7,13.3%,866,0.12,1.06,27/100,21.0%
0.67,0.69,0.67,64/100,73.3%,53/100,76.3,51.8%,0.10,14.5%,BC.Game,1.0%,0.14,0.01,https://www.hltv.org/stats/players/9261/lekr0,0.08,0.002,0.69,1.01,-,45.9%,27477,45.2%,,15.8%,26614,31/100,0.02,31 years,22.9%,1.1%,0.11,31/100,0.69,1.05,26.5%,0.70,70.8%,0.66,14.0%,0.09,0.15,0.13,0.15,106,0.03,1.79,1.01,Jonas Olofsson,76.3,68.1%,2.54,-,0.09,73.5,1.03,1.9%,0.92,2.35,92.4,6/100,Lekr0,19.5%,48/100,1m 4s,39946,0.002,4.0,10.5%,1513,0.12,,46/100,20.6%
0.63,0.67,0.63,50/100,75.5%,57/100,72.2,38.8%,0.09,17.3%,KOI,12.1%,0.13,0.17,https://www.hltv.org/stats/players/11205/stadodo,0.10,0.03,0.67,,1.05,50.7%,19141,43.3%,1.07,14.1%,18211,30/100,0.02,27 years,23.6%,3.0%,0.11,34/100,0.90,1.09,26.4%,1.24,70.6%,0.61,10.0%,0.09,0.14,0.11,0.14,110,0.10,2.50,,Renato Gonçalves,72.2,67.9%,4.18,1.11,0.09,68.1,1.05,26.8%,0.85,2.42,88.7,75/100,stadodo,20.2%,86/100,1m 7s,28738,0.03,5.3,14.0%,1113,0.11,1.07,75/100,20.5%
0.64,0.67,0.64,50/100,75.8%,35/100,69.4,26.3%,0.10,8.2%,No team,20.2%,0.11,0.16,https://www.hltv.org/stats/players/7/friis,0.08,0.06,0.67,1.01,-,46.2%,16356,42.3%,,14.2%,15609,6/100,0.02,35 years,11.9%,2.1%,0.05,6/100,0.21,1.05,13.7%,0.34,68.6%,0.60,-1.1%,0.09,0.06,0.10,0.07,56,0.00,0.67,1.01,Michael Jørgensen,69.4,64.6%,1.57,-,0.08,64.0,1.05,50.1%,0.84,0.96,46.0,93/100,Friis,19.3%,12/100,0m 35s,24254,0.05,2.4,7.7%,938,0.05,,72/100,8.9%
0.71,0.71,0.71,77/100,76.9%,36/100,80.9,42.0%,0.14,12.3%,No team,0.8%,0.16,0.01,https://www.hltv.org/stats/players/11064/dazzle,0.11,0.002,0.71,,1.07,43.7%,12753,45.2%,1.08,16.5%,12761,62/100,0.01,28 years,20.5%,0.8%,0.13,20/100,0.45,1.15,27.9%,0.53,69.5%,0.67,15.4%,0.10,0.18,0.13,0.13,113,0.01,1.53,,Will Loafman,80.9,64.5%,1.88,1.12,0.09,76.7,1.00,1.5%,0.97,2.76,104.0,1/100,dazzLe,25.8%,26/100,1m 8s,17971,0.001,3.5,8.5%,690,0.10,1.08,72/100,23.3%
0.70,0.71,0.70,74/100,78.7%,40/100,77.6,40.3%,0.11,11.6%,No team,3.8%,0.14,0.05,https://www.hltv.org/stats/players/10186/ayaya,0.10,0.01,0.71,1.01,-,47.3%,8333,47.2%,,17.0%,8231,25/100,0.01,26 years,19.1%,1.8%,0.09,24/100,0.52,1.12,20.5%,0.62,68.5%,0.69,12.6%,0.09,0.14,0.13,0.13,103,0.02,1.69,1.01,YangYang Zheng,77.6,57.6%,2.18,-,0.09,77.2,1.01,8.3%,0.99,2.42,94.9,16/100,ayaya,21.6%,28/100,0m -29s,11695,0.00,2.7,11.5%,462,0.10,,70/100,18.8%
0.62,0.66,0.62,45/100,74.1%,59/100,70.0,38.5%,0.07,17.5%,Onyx Ravens,11.7%,0.11,0.16,https://www.hltv.org/stats/players/147/sixer,0.06,0.03,0.66,1.01,-,47.1%,20719,43.9%,,14.0%,19454,27/100,0.02,33 years,26.9%,3.3%,0.11,51/100,0.56,0.96,26.2%,0.87,70.9%,0.61,10.0%,0.09,0.13,0.10,0.16,106,0.05,1.82,1.01,Christophe Xia,70.0,70.9%,2.16,-,0.10,66.3,1.07,25.6%,0.81,2.13,81.9,66/100,SIXER,14.3%,51/100,1m 8s,31294,0.02,2.7,14.8%,1187,0.12,,36/100,19.9%
0.70,0.70,0.70,69/100,72.5%,37/100,76.5,52.8%,0.13,12.4%,No team,3.6%,0.12,0.05,https://www.hltv.org/stats/players/9410/kalinka,0.10,0.01,0.70,1.01,-,42.9%,16112,45.3%,,15.9%,15955,36/100,0.02,30 years,20.6%,1.2%,0.10,25/100,0.51,1.10,24.2%,0.84,68.8%,0.66,8.6%,0.09,0.15,0.10,0.13,107,0.03,1.75,1.01,Nikolaj Rysakov,76.5,66.1%,2.60,-,0.09,72.7,1.01,7.5%,0.95,2.28,97.7,16/100,kalinka,24.1%,55/100,0m 58s,22891,0.00,3.8,8.6%,855,0.10,,64/100,19.8%
0.66,0.68,0.66,61/100,72.2%,42/100,75.6,35.8%,0.11,15.4%,Ninjas in Pyjamas,3.1%,0.15,0.04,https://www.hltv.org/stats/players/8611/es3tag,0.09,0.00,0.68,1.01,-,44.5%,25149,43.4%,,15.0%,24479,45/100,0.01,28 years,23.7%,1.4%,0.13,33/100,0.78,1.06,29.0%,0.66,71.1%,0.63,18.3%,0.10,0.16,0.13,0.14,106,0.04,1.96,1.01,Patrick Hansen,75.6,65.2%,3.50,-,0.10,70.7,1.03,6.4%,0.89,2.53,88.3,13/100,es3tag,21.4%,58/100,1m 3s,37070,0.009,5.2,9.8%,1422,0.12,,60/100,22.1%
0.68,0.70,0.68,63/100,71.8%,33/100,73.8,67.1%,0.11,12.6%,No team,0.8%,0.11,0.01,https://www.hltv.org/stats/players/15096/grux,0.09,0.002,0.70,,1.06,45.0%,9212,46.7%,1.04,16.4%,8982,47/100,0.01,24 years,24.9%,1.0%,0.13,51/100,0.51,1.00,26.0%,0.57,69.8%,0.68,16.5%,0.10,0.16,0.10,0.16,105,0.02,2.10,,Denis Gutaj,73.8,56.1%,2.17,1.35,0.11,72.2,1.03,1.5%,0.94,2.08,95.8,1/100,grux,21.1%,35/100,1m 4s,13236,0.001,2.9,8.2%,496,0.13,1.04,43/100,22.7%
0.66,0.68,0.66,48/100,72.2%,36/100,68.8,30.5%,0.08,13.3%,No team,17.1%,0.10,0.20,https://www.hltv.org/stats/players/7982/to1nou,0.08,0.04,0.68,1.01,-,48.7%,15196,43.5%,,13.9%,14676,19/100,0.02,29 years,22.0%,1.8%,0.09,23/100,0.45,1.01,25.4%,0.63,68.9%,0.61,1.9%,0.09,0.12,0.10,0.13,86,0.03,1.70,1.01,Antoine Pirard,68.8,60.5%,1.81,-,0.10,63.2,1.04,39.4%,0.83,1.56,70.9,91/100,to1nou,16.6%,31/100,0m 47s,22377,0.04,2.2,11.5%,850,0.10,,62/100,17.2%
0.66,0.68,0.66,58/100,70.2%,48/100,74.3,50.7%,0.11,14.5%,No team,0.9%,0.13,0.01,https://www.hltv.org/stats/players/12086/hugh,0.08,0.002,0.68,,1.05,43.2%,15000,44.6%,1.05,15.8%,14571,39/100,0.02,24 years,24.9%,1.4%,0.12,49/100,0.67,1.03,28.9%,0.75,70.3%,0.65,14.9%,0.10,0.14,0.11,0.16,108,0.04,2.04,,Hugh Anderson,74.3,71.7%,2.93,1.18,0.11,71.0,1.03,1.8%,0.92,2.46,93.5,4/100,HUGH,19.4%,64/100,-3227m -32s,22111,0.002,4.8,11.5%,855,0.13,1.05,41/100,20.6%
0.65,0.68,0.65,56/100,77.7%,47/100,73.6,47.1%,0.13,17.5%,paiN,1.5%,0.16,0.02,https://www.hltv.org/stats/players/20171/snow,0.10,0.006,0.68,,1.04,44.1%,7562,43.0%,1.08,14.9%,7314,64/100,0.02,17 years,23.5%,3.3%,0.13,48/100,0.72,1.07,31.8%,0.49,72.7%,0.62,21.9%,0.11,0.17,0.14,0.14,111,0.02,1.92,,João Vinicius,73.6,76.1%,3.20,1.11,0.11,69.2,1.03,3.8%,0.87,2.53,90.3,4/100,snow,23.3%,37/100,1m 4s,11202,0.003,3.9,10.4%,477,0.13,1.08,60/100,23.4%
0.64,0.67,0.64,44/100,75.9%,37/100,68.7,29.8%,0.10,12.7%,No team,20.5%,0.11,0.22,https://www.hltv.org/stats/players/7980/despe,0.09,0.06,0.67,1.01,-,48.6%,8068,43.3%,,14.1%,7748,8/100,0.02,31 years,16.6%,2.2%,0.07,7/100,0.30,1.04,16.0%,0.54,69.4%,0.61,10.0%,0.08,0.10,0.10,0.10,79,0.00,0.45,1.01,Çağatay Sedef,68.7,71.1%,1.54,-,0.08,64.1,1.04,46.5%,0.84,1.32,63.1,91/100,DESPE,20.3%,24/100,-54m -32s,12127,0.05,2.5,9.0%,468,0.07,,72/100,15.3%
0.64,0.67,0.64,54/100,74.5%,40/100,74.0,51.3%,0.09,9.4%,No team,0.7%,0.15,0.00,https://www.hltv.org/stats/players/4959/kioshima,0.07,0.001,0.67,1.01,-,45.5%,26240,45.1%,,15.2%,24954,5/100,0.02,30 years,13.2%,1.9%,0.06,11/100,0.60,0.97,16.4%,0.30,70.6%,0.64,13.0%,0.08,0.07,0.13,0.08,65,0.01,1.55,1.01,Fabien Fiey,74.0,64.2%,3.92,-,0.09,72.3,1.05,1.2%,0.87,1.45,53.0,2/100,kioShiMa,17.1%,35/100,0m 47s,39227,0.001,5.2,8.6%,1493,0.06,,35/100,10.7%
0.65,0.67,0.65,54/100,75.3%,52/100,73.5,43.4%,0.09,12.8%,No team,0.4%,0.13,0.00,https://www.hltv.org/stats/players/8522/fugly,0.07,0.0005,0.67,1.01,-,44.5%,18921,44.4%,,14.8%,18300,21/100,0.02,29 years,19.1%,1.4%,0.08,24/100,0.36,0.98,24.3%,0.59,71.4%,0.63,13.7%,0.10,0.11,0.11,0.12,82,0.02,1.48,1.01,Jacob Medina,73.5,67.0%,2.28,-,0.11,70.2,1.03,0.8%,0.85,1.88,66.5,1/100,FugLy,16.6%,36/100,17m 12s,28153,0.0006,3.5,9.3%,1083,0.09,,33/100,16.3%
0.65,0.68,0.65,58/100,78.7%,37/100,73.6,45.9%,0.10,14.4%,No team,0.3%,0.14,0.00,https://www.hltv.org/stats/players/8744/emagine,0.07,0.0005,0.68,1.01,-,41.2%,12837,42.6%,,14.5%,12350,41/100,0.02,33 years,21.3%,1.2%,0.12,24/100,0.79,1.00,27.5%,0.95,70.7%,0.61,20.0%,0.10,0.14,0.11,0.13,100,0.07,2.14,1.01,Chris Rowlands,73.6,69.0%,2.82,-,0.09,66.1,1.04,0.6%,0.84,2.22,80.0,0/100,emagine,17.2%,70/100,0m 55s,18931,0.0006,4.8,10.3%,751,0.10,,32/100,19.7%
0.68,0.69,0.68,67/100,71.5%,42/100,77.1,40.7%,0.12,15.0%,ENCE,0.5%,0.15,0.01,https://www.hltv.org/stats/players/15428/goofy,0.09,0.001,0.69,,1.04,41.5%,29314,44.1%,1.07,15.4%,28989,58/100,0.02,24 years,24.6%,1.1%,0.12,49/100,0.87,1.08,31.1%,0.71,70.7%,0.64,19.3%,0.10,0.17,0.14,0.15,111,0.04,2.14,,Krzysztof Górski,77.1,68.8%,3.33,1.25,0.11,72.1,1.01,0.9%,0.92,2.78,96.2,0/100,Goofy,21.8%,59/100,1m 4s,42353,0.0002,4.6,8.1%,1596,0.13,1.07,51/100,22.9%
0.70,0.70,0.70,73/100,70.1%,43/100,78.8,48.6%,0.11,14.4%,Homyno,0.6%,0.14,0.01,https://www.hltv.org/stats/players/17510/j0lz,0.09,0.001,0.70,,1.03,43.8%,11560,44.7%,1.07,15.7%,11427,35/100,0.01,24 years,21.6%,1.5%,0.10,27/100,0.50,1.10,25.5%,0.59,69.7%,0.65,16.0%,0.09,0.14,0.12,0.14,112,0.03,2.03,,David Jolin,78.8,64.0%,2.71,1.00,0.09,73.1,1.01,1.2%,0.92,2.63,97.7,1/100,J0LZ,21.2%,50/100,1m 2s,16428,0.001,4.8,11.0%,633,0.11,1.07,62/100,19.6%
0.69,0.70,0.69,72/100,74.8%,37/100,79.4,40.2%,0.14,13.4%,Johnny Speeds,1.2%,0.16,0.01,https://www.hltv.org/stats/players/9766/hampus,0.11,0.003,0.70,1.01,-,42.9%,30382,44.3%,,16.1%,30254,24/100,0.01,25 years,18.9%,1.4%,0.10,17/100,0.72,1.14,19.6%,0.76,68.2%,0.65,16.6%,0.08,0.14,0.14,0.12,114,0.04,2.23,1.01,Hampus Poser,79.4,68.6%,3.14,-,0.08,75.7,1.00,2.3%,0.93,2.74,100.5,6/100,hampus,26.1%,60/100,1m 1s,43700,0.002,4.5,10.8%,1674,0.09,,70/100,18.6%
0.68,0.69,0.68,67/100,74.2%,39/100,77.6,42.4%,0.09,14.3%,No team,0.5%,0.15,0.01,https://www.hltv.org/stats/players/8570/gruby,0.07,0.001,0.69,1.01,-,43.3%,33233,44.7%,,15.7%,32779,28/100,0.02,29 years,23.6%,1.3%,0.10,39/100,0.71,1.04,23.7%,0.86,70.4%,0.65,12.7%,0.10,0.13,0.13,0.15,101,0.05,1.97,1.01,Dominik Swiderski,77.6,71.5%,2.61,-,0.10,73.6,1.01,1.1%,0.89,2.45,85.4,1/100,GruBy,17.6%,57/100,0m 56s,48436,0.0005,3.4,10.3%,1823,0.11,,39/100,18.4%
0.66,0.68,0.66,59/100,75.0%,50/100,74.6,45.1%,0.09,15.2%,Galorys,0.7%,0.14,0.01,https://www.hltv.org/stats/players/11213/delboni,0.07,0.002,0.68,,1.02,42.8%,12375,44.2%,1.04,15.6%,12074,44/100,0.02,26 years,25.6%,2.3%,0.12,54/100,0.70,0.99,28.1%,0.57,70.6%,0.64,13.7%,0.10,0.15,0.12,0.16,108,0.03,2.00,,Felipe Delboni,74.6,61.9%,2.82,1.09,0.11,70.6,1.02,1.5%,0.92,2.48,94.5,3/100,delboNi,16.8%,39/100,2m 14s,18168,0.0008,3.9,12.1%,707,0.14,1.04,27/100,20.9%
0.67,0.69,0.67,60/100,73.3%,50/100,73.9,51.6%,0.09,14.0%,No team,0.2%,0.12,0.00,https://www.hltv.org/stats/players/8242/reatz,0.07,0.0007,0.69,1.00,-,44.4%,29166,45.3%,,15.7%,28507,45/100,0.02,29 years,25.0%,1.4%,0.13,48/100,0.62,0.99,30.0%,0.48,70.6%,0.65,12.6%,0.10,0.15,0.11,0.16,106,0.01,1.92,1.00,Paweł Jańczak,73.9,71.6%,2.23,-,0.11,71.1,1.02,0.5%,0.93,2.36,93.0,0/100,reatz,17.9%,23/100,1m 3s,42452,0.0,2.8,10.6%,1579,0.13,,31/100,21.6%
0.63,0.67,0.63,48/100,73.7%,48/100,71.3,31.0%,0.11,16.0%,KRÜ,14.0%,0.12,0.19,https://www.hltv.org/stats/players/10560/yel,0.09,0.04,0.67,1.00,-,44.8%,18111,43.2%,,13.8%,17239,35/100,0.02,32 years,22.0%,2.7%,0.11,25/100,0.70,1.04,27.0%,0.94,70.6%,0.60,4.1%,0.09,0.14,0.11,0.13,107,0.05,2.02,1.00,Gustavo Knittel,71.3,67.7%,2.49,-,0.09,66.3,1.05,31.8%,0.83,2.11,85.4,87/100,yel,20.5%,59/100,1m 7s,27193,0.02,3.2,12.9%,1047,0.10,,69/100,20.8%
0.65,0.67,0.65,56/100,77.0%,35/100,73.6,48.9%,0.13,14.8%,No team,0.2%,0.15,0.00,https://www.hltv.org/stats/players/12876/dickstacy,0.10,0.0005,0.67,,1.06,44.6%,10625,43.7%,1.07,15.2%,10313,75/100,0.01,27 years,20.0%,0.7%,0.15,20/100,0.70,1.06,34.4%,0.72,72.5%,0.63,10.5%,0.11,0.19,0.12,0.12,109,0.03,1.91,,Ollie Tierney,73.6,75.0%,2.71,1.19,0.09,69.8,1.03,0.3%,0.85,2.40,89.0,0/100,DickStacy,23.9%,59/100,0m 56s,15858,0.0005,4.6,8.1%,630,0.10,1.07,53/100,27.1%
0.68,0.69,0.68,63/100,71.9%,38/100,73.8,39.7%,0.13,10.5%,No team,15.4%,0.12,0.19,https://www.hltv.org/stats/players/2826/minise,0.11,0.04,0.69,1.00,-,46.5%,34627,44.2%,,15.8%,34044,5/100,0.02,30 years,14.3%,2.2%,0.07,5/100,0.71,1.14,14.1%,0.59,67.1%,0.64,16.1%,0.08,0.10,0.10,0.09,84,0.04,2.17,1.00,Jacek Jeziak,73.8,63.6%,3.59,-,0.07,69.3,1.02,37.9%,0.92,1.50,74.8,87/100,MINISE,24.6%,48/100,0m 47s,49950,0.04,4.9,10.6%,1873,0.07,,83/100,13.3%
0.69,0.69,0.69,68/100,76.5%,37/100,77.4,49.4%,0.16,12.8%,No team,3.6%,0.14,0.05,https://www.hltv.org/stats/players/8797/stewie2k,0.12,0.01,0.69,1.00,-,43.5%,28115,44.1%,,15.9%,27870,51/100,0.01,26 years,17.6%,0.9%,0.12,12/100,0.66,1.15,27.7%,0.91,70.2%,0.64,15.1%,0.10,0.17,0.13,0.11,106,0.03,1.60,1.00,Jake Yip,77.4,64.6%,3.50,-,0.08,73.4,1.01,7.7%,0.91,2.35,92.3,16/100,Stewie2K,29.5%,71/100,1m 4s,40586,0.01,5.1,7.3%,1559,0.09,,81/100,23.4%
0.67,0.68,0.67,59/100,74.9%,43/100,74.5,55.1%,0.14,14.3%,LEON,2.1%,0.12,0.03,https://www.hltv.org/stats/players/20207/raijin,0.10,0.006,0.68,,1.00,43.1%,9120,43.1%,1.05,15.0%,8922,15/100,0.01,23 years,19.7%,4.2%,0.09,17/100,0.62,1.09,20.6%,0.51,68.5%,0.63,7.3%,0.08,0.12,0.10,0.12,111,0.03,2.17,,Konstantin Trubarov,74.5,72.1%,2.75,1.09,0.08,70.1,1.02,4.3%,0.92,2.21,97.2,10/100,Raijin,25.4%,37/100,1m 7s,13414,0.003,4.0,11.5%,500,0.10,1.05,74/100,16.7%
0.66,0.68,0.66,59/100,78.6%,39/100,74.2,42.4%,0.08,13.9%,No team,1.4%,0.14,0.02,https://www.hltv.org/stats/players/2299/neno,0.07,0.004,0.68,1.00,-,46.9%,12632,45.6%,,15.9%,12177,20/100,0.02,30 years,17.7%,1.7%,0.09,17/100,0.76,1.00,24.0%,0.70,71.2%,0.66,18.1%,0.09,0.12,0.12,0.11,91,0.04,2.19,1.00,Anel Ceković,74.2,64.8%,3.65,-,0.09,72.0,1.04,3.1%,0.90,2.27,79.3,7/100,NENO,16.9%,64/100,0m 57s,18580,0.003,4.6,10.6%,719,0.10,,40/100,17.6%
0.67,0.69,0.67,59/100,75.9%,31/100,72.4,51.1%,0.11,7.9%,No team,0.8%,0.13,0.00,https://www.hltv.org/stats/players/483/edward,0.08,0.002,0.69,1.00,-,43.7%,27139,44.6%,,15.9%,26366,10/100,0.02,36 years,11.3%,3.1%,0.06,9/100,0.17,0.99,14.8%,0.36,69.3%,0.65,13.8%,0.09,0.08,0.12,0.07,56,0.01,1.41,1.00,Ioann Sukhariev,72.4,61.5%,1.61,-,0.09,69.4,1.03,0.8%,0.91,1.23,50.1,2/100,Edward,20.6%,14/100,0m 36s,39373,0.001,2.9,5.3%,1495,0.05,,48/100,11.3%
0.59,0.64,0.59,30/100,71.9%,66/100,65.5,30.5%,0.07,19.3%,Solid,21.5%,0.10,0.30,https://www.hltv.org/stats/players/20519/lcm,0.08,0.06,0.64,,1.00,51.1%,7998,41.9%,1.04,13.2%,7457,15/100,0.03,25 years,24.8%,6.1%,0.09,33/100,0.67,0.99,25.5%,0.91,71.2%,0.59,22.9%,0.08,0.11,0.09,0.14,103,0.09,2.26,,Leonardo Moreira,65.5,70.5%,2.01,0.95,0.09,61.0,1.07,50.1%,0.78,1.68,78.5,92/100,Lcm,16.1%,55/100,1m 12s,12539,0.05,2.8,19.2%,516,0.11,1.04,57/100,16.9%
0.67,0.68,0.67,58/100,74.6%,36/100,72.3,27.2%,0.10,12.0%,Space,19.6%,0.12,0.23,https://www.hltv.org/stats/players/8727/waterfallz,0.09,0.06,0.68,1.00,-,47.4%,16666,43.5%,,15.1%,16355,9/100,0.02,29 years,17.8%,2.0%,0.08,10/100,0.51,1.08,19.8%,0.75,68.0%,0.63,18.0%,0.09,0.10,0.10,0.11,84,0.05,2.10,1.00,Nikita Matveyev,72.3,63.2%,2.59,-,0.08,66.7,1.02,45.8%,0.89,1.62,72.1,92/100,waterfaLLZ,20.4%,54/100,0m 53s,24331,0.05,3.2,10.7%,919,0.08,,72/100,15.1%
0.67,0.68,0.67,63/100,76.4%,28/100,76.1,54.1%,0.13,9.9%,Revenant,0.7%,0.15,0.01,https://www.hltv.org/stats/players/7168/nbk,0.10,0.001,0.68,1.00,-,43.0%,42873,44.1%,,15.9%,42452,15/100,0.01,30 years,13.5%,0.8%,0.08,7/100,0.28,1.06,18.9%,0.59,68.9%,0.65,7.7%,0.10,0.11,0.13,0.08,74,0.02,1.55,1.00,Nathan Schmitt,76.1,67.3%,1.85,-,0.08,72.5,1.01,1.2%,0.93,1.60,64.0,3/100,NBK-,24.1%,29/100,0m 47s,62922,0.001,3.5,6.0%,2418,0.07,,62/100,14.9%
